Longitude,Latitude,Depth,Salinity,Temperature,DO,Sigma,pH,DIC,TALK,Omega_Ar
-120.02,34.28,122.72,34.07,9.25,90.44,26.35,7.467,2215.14,2253.3,0.820785492
-120.02,34.28,100.06,33.89,9.97,121.19,26.09,7.5269,2182.61,2236.7,0.927164559
-120.02,34.28,80.12,33.71,10.98,151.1,25.78,7.5928,2151.07,2232,1.129758517
-120.02,34.28,59.77,33.63,11.97,177,25.53,7.6613,2122.64,2227.5,1.33017114
-120.02,34.28,39.78,33.6,13.82,203.03,25.14,7.7547,2091.73,2229.4,1.633197938
-120.02,34.28,20.3,33.56,15.75,254.55,24.7,7.8837,2036.44,2232.9,2.206691812
-120.02,34.28,10.5,33.59,18.01,267.5,24.2,8.0095,1975.34,2236,2.870220513
-120.02,34.28,3.51,33.6,18.1,265.86,24.18,8.0138,1973.53,2236.2,2.894888002
-119.56,34.08,78.73,33.8,10.48,129.46,25.93,7.5616,2162.48,2232.9,1.04973536
-119.56,34.08,60.28,33.69,11.39,158.68,25.68,7.6147,2142.28,2229.6,1.187443441
-119.56,34.08,50.02,33.63,11.85,175.02,25.55,7.6724,2120.23,2229.1,1.367695434
-119.56,34.08,40.2,33.56,13.42,211.01,25.19,7.7547,2088.3,2227.5,1.647982021
-119.56,34.08,10.6,33.59,19.59,258.45,23.79,7.9995,1981.04,2233.5,2.813139873
-119.56,34.08,3.15,33.59,19.59,255.89,23.79,8.0087,1979.54,2236,2.857991735
-119.72,34.16,342.71,34.21,8.07,27.68,26.64,7.3341,2280.34,2282.8,0.600100817
-119.72,34.16,298.18,34.2,8.38,34.67,26.59,7.3468,2270.55,2277.4,0.626595468
-119.72,34.16,198.68,34.14,8.98,64.09,26.45,7.4077,2239.7,2264.7,0.733952503
-119.72,34.16,148.85,34.07,9.25,87.48,26.35,7.4609,2217.7,2256.2,0.819393482
-119.72,34.16,124.46,34.01,9.49,106.11,26.27,7.5007,2197.68,2251.1,0.918262545
-119.72,34.16,99.7,33.89,9.91,120.32,26.1,7.5237,2184.19,2245.4,0.977724808
-119.72,34.16,79.74,33.76,10.65,139.66,25.87,7.5594,2167.11,2240.2,1.071093527
-119.72,34.16,60,33.64,11.58,169.72,25.61,7.6424,2129.93,2232,1.305524252
-119.72,34.16,50.25,33.57,11.97,184.2,25.46,7.6756,2116.89,2229.8,1.400762266
-119.72,34.16,40.46,33.5,12.88,219.33,25.24,7.7496,2088.75,2232.3,1.679194698
-119.72,34.16,30.24,33.49,13.86,238.92,25.05,7.8152,2064.43,2232.7,1.917525453
-119.72,34.16,20.34,33.57,18.32,266.3,24.11,7.9049,2024.86,2239.3,2.41923851
-119.72,34.16,15.28,33.58,18.51,263.89,24.06,7.9842,1990.74,2241,2.776236747
-119.72,34.16,10.48,33.58,18.51,263.58,24.06,7.9833,1987.3,2243.4,2.837319692
-119.72,34.16,3.38,33.58,18.52,263.25,24.06,7.9978,1984.86,2239.5,2.824511782
-119.37,33.99,82.04,33.77,10.3,140.58,25.94,7.5864,2151.63,2235.1,1.143188981
-119.37,33.99,59.27,33.59,11.05,168.92,25.67,7.6296,2129.53,2229.5,1.283480766
-119.37,33.99,49.65,33.53,11.74,182.48,25.5,7.6675,2115.26,2226.3,1.382709079
-119.37,33.99,39.51,33.47,12.35,203.84,25.33,7.7264,2095.8,2225.1,1.547005754
-119.37,33.99,29.66,33.48,13.81,243.96,25.05,7.837,2051.96,2233.3,2.039880875
-119.37,33.99,19.88,33.54,19.26,256.95,23.84,7.9555,2003.3,2234.6,2.596665224
-119.37,33.99,9.88,33.53,19.47,253.42,23.78,7.9659,1997.58,2235.6,2.671592189
-119.37,33.99,3.25,33.53,19.55,249.97,23.75,7.9665,1996.46,2237.6,2.707343337
-117.77,33.48,53.37,33.66,10.9,155.28,25.75,7.6053,2140.25,2233.9,1.234122445
-117.77,33.48,40.45,33.61,11.2,162.89,25.66,7.6179,2138,2232.9,1.249783698
-117.77,33.48,33.32,33.51,12.55,208.92,25.31,7.7162,2108.59,2249,1.653887484
-117.77,33.48,26.32,33.42,13.67,252.58,25.03,7.8256,2056.65,2230.7,1.970281078
-117.77,33.48,20.34,33.45,14.9,268.15,24.79,7.8752,2029.66,2232.4,2.257779228
-117.77,33.48,10.7,33.51,18.65,271.26,23.97,7.9601,1995.99,2235.4,2.671793082
-117.77,33.48,5.76,33.53,19.68,266.75,23.71,7.976,1992.38,2236.6,2.737812453
-117.77,33.48,3.12,33.53,21.47,253.34,23.25,7.9989,1984.27,2242.3,2.910518962
-117.75,33.49,19.63,33.46,14.77,261.17,24.84,7.8439,2048.53,2237.2,2.124453268
-117.75,33.49,15.06,33.49,16.83,280.23,24.38,7.9255,2012.94,2240.8,2.531510642
-117.75,33.49,9.86,33.49,17.82,278.04,24.16,7.9605,1997.42,2240.5,2.698185877
-117.75,33.49,3.05,33.53,21.34,249.99,23.28,7.9934,1986.05,2243.1,2.899006748
-117.9,33.42,496.25,34.27,7.45,25.91,26.78,7.3393,2285.47,2295.9,0.617063552
-117.9,33.42,396.72,34.25,8.22,38.21,26.66,7.3675,2268.71,2285.1,0.661304533
-117.9,33.42,297.92,34.22,8.85,55.22,26.53,7.4067,2247.03,2276.9,0.748464354
-117.9,33.42,198.57,34.16,9.3,74.06,26.42,7.4424,2228.98,2270,0.83051132
-117.9,33.42,149.08,34.02,9.45,111.67,26.28,7.5038,2197.06,2259.2,0.974127856
-117.9,33.42,124.01,34,9.69,114.56,26.22,7.5201,2188.7,2254.4,1.00415017
-117.9,33.42,98.5,33.87,10.32,130.91,26.02,7.5543,2169.21,2246,1.092432657
-117.9,33.42,79.74,33.77,10.61,142.42,25.89,7.5831,2153.55,2237.1,1.147442436
-117.9,33.42,59.85,33.51,11.6,183.97,25.51,7.6507,2122,2227.1,1.329485151
-117.9,33.42,49.5,33.42,12.13,204.14,25.34,7.7103,2094.61,2224.1,1.542896851
-117.9,33.42,39.83,33.41,13.2,235.74,25.12,7.7857,2065.81,2226.8,1.838591219
-117.9,33.42,29.75,33.53,14.87,269.86,24.86,7.8764,2035.47,2233.8,2.211001066
-117.9,33.42,19.78,33.44,17.44,254.32,24.22,7.9117,2016.5,2232.4,2.419917368
-117.9,33.42,14.94,33.46,18.56,247.79,23.94,7.928,2012.05,2231.7,2.473893998
-117.9,33.42,9.91,33.52,20.65,245.1,23.46,7.9451,2004.56,2234.5,2.609423448
-117.9,33.42,3.28,33.56,21.64,241.56,23.23,7.9792,1992.7,2241.2,2.816725456
-118.25,33.25,315.45,34.2,8.05,50.85,26.64,7.3803,2264.03,2278.9,0.662157353
-118.25,33.25,297.25,34.26,8.48,41.84,26.62,7.3768,2262.44,2279,0.675766567
-118.25,33.25,196.7,34.25,9.87,60.03,26.39,7.4329,2237.58,2271.4,0.792621816
-118.25,33.25,148.75,33.93,9.69,125.04,26.17,7.5336,2183.67,2247,0.981617207
-118.25,33.25,123.72,33.8,10.3,135.79,25.96,7.5606,2165.73,2237.5,1.048950607
-118.25,33.25,99.5,33.61,11.11,165.99,25.67,7.6256,2133.64,2227.4,1.224737807
-118.25,33.25,79.59,33.49,11.69,187.09,25.47,7.6718,2115.33,2223.7,1.352146182
-118.25,33.25,59.72,33.35,13.19,233.85,25.08,7.7864,2067.03,2227.4,1.827965901
-118.25,33.25,49.43,33.33,13.68,250.52,24.97,7.8291,2050.75,2226.1,1.974573475
-118.25,33.25,39.79,33.31,15.43,258.36,24.57,7.8877,2024.75,2225.2,2.235509962
-118.25,33.25,29.76,33.34,16.89,252.59,24.27,7.9082,2018.81,2224.7,2.310454398
-118.25,33.25,19.48,33.39,18.42,242.86,23.93,7.9109,2015.66,2227.1,2.389831806
-118.25,33.25,9.32,33.47,20.65,234.65,23.42,7.9314,2009.6,2232.3,2.538572566
-118.25,33.25,5,33.47,20.69,233.74,23.41,8.0515,2010.17,2230.9,2.521013924
-118.25,33.25,4.1,33.47,20.69,233.73,23.41,7.9376,2012,2231.6,2.510743269
-118.39,33.18,1165.99,34.47,4.11,11.06,27.35,7.3216,2370.53,2373.4,0.503627319
-118.39,33.18,1090.37,34.46,4.16,11.65,27.34,7.3209,2367.86,2366.6,0.495237721
-118.39,33.18,991.71,34.46,4.29,11.86,27.32,7.3209,2362.38,2365.6,0.523551959
-118.39,33.18,694.32,34.37,5.56,8.11,27.11,7.3113,2333.73,2330.1,0.529616105
-118.39,33.18,496.64,34.31,6.61,13.17,26.93,7.3168,2309.68,2303.6,0.542121222
-118.39,33.18,397.06,34.25,7.16,25.71,26.81,7.3338,2290.39,2291.4,0.584040554
-118.39,33.18,298.44,34.15,7.87,57.4,26.63,7.388,2255.87,2280.5,0.714076216
-118.39,33.18,199.22,34.04,8.81,106.56,26.39,7.4913,2205.61,2258.2,0.896452572
-118.39,33.18,147.54,33.92,9.79,122.21,26.15,7.5353,2180.07,2248,1.014869725
-118.39,33.18,124.25,33.8,10.15,138.87,26,7.545,2163.48,2238.8,1.073613309
-118.39,33.18,99.61,33.69,10.65,152.23,25.82,7.5946,2147.91,2230.1,1.132150005
-118.39,33.18,79.73,33.52,11.55,183.96,25.52,7.6633,2118.14,2223.6,1.326553339
-118.39,33.18,59.94,33.44,12.62,214.96,25.28,7.7393,2087.99,2225.6,1.616304292
-118.39,33.18,50.22,33.45,13.44,240.07,25.11,7.7829,2070.91,2224.9,1.773652463
-118.39,33.18,40.1,33.46,14.74,264.79,24.84,7.8703,2037.32,2230,2.151963479
-118.39,33.18,30.29,33.47,16.28,266.98,24.52,7.9009,2024.19,2230.3,2.303701037
-118.39,33.18,20.34,33.43,17.62,254.96,24.17,7.9207,2015.46,2233.5,2.444034312
-118.39,33.18,10.13,33.5,20.73,229.45,23.43,7.9304,2012.3,2233.1,2.52067273
-118.39,33.18,5.2,33.5,20.73,229.4,23.43,7.9363,2012.42,2235.8,2.549494422
-118.39,33.18,3.78,33.5,20.72,229.43,23.43,7.9362,2013.97,2233.1,2.507004247
-119.15,32.81,819.88,34.39,5.09,9.14,27.18,7.313,2343.04,2339.2,0.514102951
-119.15,32.81,743.46,34.37,5.42,8.52,27.13,7.3089,2333.29,2331.8,0.531883984
-119.15,32.81,496.16,34.32,6.64,12.35,26.93,7.3148,2307.96,2308.7,0.571817318
-119.15,32.81,397.49,34.3,7.06,16.03,26.86,7.3219,2298.19,2298.3,0.581059074
-119.15,32.81,297.11,34.22,7.6,36.87,26.72,7.3535,2273.09,2282.8,0.637171427
-119.15,32.81,198.83,34.12,8.61,67.3,26.49,7.4107,2237.63,2266.6,0.754213813
-119.15,32.81,148.21,34.05,8.78,104.99,26.41,7.4863,2205.66,2258.1,0.904148486
-119.15,32.81,124.04,34.04,9.12,89.62,26.35,7.4581,2211.32,2254.5,0.850838042
-119.15,32.81,99.44,33.97,9.52,99.84,26.23,7.4751,2201.57,2250.2,0.891714124
-119.15,32.81,78.74,33.87,10.12,118.2,26.05,7.5101,2184.4,2243.4,0.967652767
-119.15,32.81,59.01,33.82,10.86,137.89,25.89,7.5618,2164.97,2240.1,1.091762235
-119.15,32.81,49.33,33.81,11.09,147.48,25.84,7.5877,2155.17,2242.1,1.185709205
-119.15,32.81,39.77,33.78,11.6,175.96,25.72,7.6509,2134.68,2243.1,1.365250605
-119.15,32.81,29.48,33.78,13.03,227.23,25.46,7.7592,2098.34,2246,1.721926535
-119.15,32.81,19.96,33.78,14.11,249.35,25.21,7.8607,2057.6,2249.1,2.142238553
-119.15,32.81,14.62,33.76,15.24,259.21,24.96,7.8943,2044.43,2248.5,2.278334462
-119.15,32.81,9.91,33.78,18.23,247.58,24.31,7.924,2030.4,2250.5,2.477130202
-119.15,32.81,3.72,33.8,18.83,238.26,24.15,7.9549,2026.48,2251,2.531826678
-119.48,32.65,1310.26,34.47,3.96,16.66,27.37,7.3289,2365.84,2367.8,0.482825632
-119.48,32.65,1188.28,34.47,4.01,16.42,27.36,7.3275,2362.61,2364.4,0.49453602
-119.48,32.65,990.26,34.45,4.3,14.38,27.32,7.3243,2352.87,2356.9,0.52476417
-119.48,32.65,742.92,34.39,5.17,9.27,27.17,7.3119,2336.4,2335.4,0.53323253
-119.48,32.65,495.76,34.3,6.55,13.15,26.93,7.3138,2306.14,2305.9,0.566422423
-119.48,32.65,396.8,34.27,7.1,20.39,26.83,7.3258,2293.16,2296.4,0.594717314
-119.48,32.65,297.83,34.21,7.85,36.46,26.68,7.3523,2270.18,2282.1,0.649201257
-119.48,32.65,197.9,34.14,8.62,61.75,26.5,7.4019,2241.14,2267.1,0.737688909
-119.48,32.65,148.71,34,8.98,99.76,26.34,7.4696,2206.14,2255.8,0.887021779
-119.48,32.65,123.88,33.96,9.35,106.75,26.25,7.4895,2195.39,2248.9,0.917448305
-119.48,32.65,99.22,33.87,9.97,120.43,26.07,7.513,2182.01,2241.8,0.967377747
-119.48,32.65,80.51,33.66,10.44,164.73,25.83,7.5776,2150.61,2230.2,1.114455057
-119.48,32.65,60.7,33.34,11.15,211.4,25.46,7.6876,2097.9,2215.5,1.426295089
-119.48,32.65,50.16,33.45,12.63,228.68,25.26,7.7487,2083.23,2222.2,1.628953147
-119.48,32.65,40.57,33.48,13.79,246.11,25.06,7.8171,2061.33,2229,1.905307311
-119.48,32.65,30.73,33.52,14.64,254.09,24.91,7.8477,2051.63,2233.2,2.048619021
-119.48,32.65,19.96,33.56,16.32,252.9,24.58,7.8872,2035.57,2237.7,2.270795457
-119.48,32.65,15.11,33.63,18.75,237.57,24.04,7.9322,2017.99,2240.8,2.507971804
-119.48,32.65,9.82,33.63,18.86,236.73,24.01,7.9355,2017.65,2239.6,2.502955861
-119.48,32.65,3.86,33.63,18.86,236.66,24.01,7.9381,2019.08,2241.9,2.515129579
-119.96,32.42,881.53,34.42,4.55,12.62,27.27,7.3186,2352.12,2346.9,0.500833456
-119.96,32.42,744.52,34.39,4.82,10.16,27.22,7.3116,2342.8,2339.7,0.523740533
-119.96,32.42,497.52,34.29,6.22,12.49,26.96,7.3081,2313.21,2306.3,0.536851953
-119.96,32.42,397.03,34.24,6.93,21.68,26.83,7.322,2294.77,2293.4,0.572721209
-119.96,32.42,299.42,34.2,7.77,38.39,26.68,7.3527,2271.44,2279.2,0.62777468
-119.96,32.42,149.42,33.92,9.07,125.84,26.26,7.5111,2188.71,2246.5,0.93877903
-119.96,32.42,124.26,33.73,9.74,148.34,26.02,7.5626,2160.33,2233,1.04937809
-119.96,32.42,99.21,33.58,10.34,171,25.78,7.6128,2135.69,2222.6,1.163298552
-119.96,32.42,79.84,33.36,10.7,201.36,25.55,7.6705,2107.15,2218.5,1.365924715
-119.96,32.42,60.68,33.26,11.56,224.42,25.32,7.7377,2080.46,2210.1,1.532397379
-119.96,32.42,50.27,33.31,12.65,238.51,25.16,7.7817,2069.1,2218.5,1.72477107
-119.96,32.42,39.4,33.34,13.88,256.74,24.93,7.8365,2047.3,2221.7,1.968426451
-119.96,32.42,30.63,33.29,14.21,258.74,24.82,7.8563,2039.04,2220.7,2.043863187
-119.96,32.42,20.43,33.6,17.1,248.62,24.42,7.9275,2021.83,2238.9,2.425686245
-119.96,32.42,10.44,33.6,17.1,249.08,24.42,7.9278,2021.76,2241.4,2.456012348
-119.96,32.42,4.68,33.6,17.1,248.76,24.42,7.929,2021.13,2240.5,2.455324523
-120.64,32.08,3800.77,34.65,1.24,136.05,27.77,7.5411,2353.04,2424.7,0.465088547
-120.64,32.08,3447.41,34.64,1.3,130.6,27.76,7.5327,2353.69,2422.9,0.49253628
-120.64,32.08,2958.4,34.63,1.44,119.33,27.75,7.515,2359.48,2419.6,0.51297336
-120.64,32.08,2469.3,34.61,1.66,102.64,27.72,7.483,2365,2416.4,0.536102676
-120.64,32.08,1976.68,34.58,2.02,79.14,27.66,7.4364,2373.01,2408.1,0.530352026
-120.64,32.08,1484.33,34.52,2.87,48.49,27.54,7.3782,2373.81,2388.7,0.509664383
-120.64,32.08,989.83,34.43,4.22,21.32,27.34,7.3281,2356.06,2357,0.512458611
-120.64,32.08,743.5,34.35,5.34,12.47,27.14,7.3085,2335.23,2329.9,0.515911629
-120.64,32.08,496.48,34.29,6.08,13.43,27.01,7.3079,2319.17,2312.1,0.536742391
-120.64,32.08,397.23,34.27,6.42,15.73,26.95,7.3099,2312.27,2307.6,0.559051143
-120.64,32.08,298.76,34.23,7.28,26.64,26.8,7.3305,2289.31,2291.9,0.603913785
-120.64,32.08,145.67,33.96,9.11,108.69,26.31,7.4772,2202.95,2250.2,0.871679819
-120.64,32.08,124.23,33.8,9.43,146.55,26.13,7.5417,2172.66,2237.7,0.993904272
-120.64,32.08,99.35,33.55,10.31,178.05,25.8,7.6045,2139.8,2225.5,1.154870859
-120.64,32.08,78.66,33.31,11.19,217.11,25.46,7.6984,2096.36,2213.4,1.41741566
-120.64,32.08,59.72,33.19,11.85,242.14,25.24,7.7517,2072.8,2210.7,1.608412486
-120.64,32.08,48.9,33.2,12.56,252.4,25.11,7.7802,2065.66,2214.4,1.716161488
-120.64,32.08,39.98,33.28,13.95,263.23,24.89,7.8327,2048.29,2220.1,1.945567478
-120.64,32.08,29.4,33.41,15.54,264.84,24.66,7.8675,2040.54,2229.9,2.134877382
-120.64,32.08,19.54,33.44,16.33,263.43,24.5,7.894,2032.24,2231.5,2.243492515
-120.64,32.08,14.28,33.44,16.33,263.9,24.5,7.8968,2029.79,2231.8,2.27193701
-120.64,32.08,9.72,33.44,16.34,262.07,24.5,7.8985,2029.25,2231.6,2.276977892
-120.64,32.08,3.48,33.44,16.34,235.84,24.5,7.9029,2030.87,2231.7,2.264761915
-120.25,31.78,3995.39,34.65,1.23,126.08,27.77,7.5436,2352.46,2424.7,0.448569912
-120.25,31.78,3799.21,34.64,1.25,124.86,27.77,7.5412,2349.69,2423.2,0.471158277
-120.25,31.78,3196.26,34.64,1.35,116.53,27.76,7.5262,2353.01,2422,0.518591003
-120.25,31.78,2912.48,34.63,1.45,110.26,27.74,7.5128,2358.4,2421.4,0.528904946
-120.25,31.78,2665.25,34.62,1.54,104.44,27.73,7.5011,2360.86,2417.5,0.533001154
-120.25,31.78,2414.34,34.62,1.65,96.53,27.72,7.4848,2364.09,2416.9,0.547899131
-120.25,31.78,1976.41,34.59,1.99,75.59,27.67,7.4422,2370.38,2411.8,0.555921622
-120.25,31.78,1484.95,34.53,2.79,45.59,27.55,7.381,2372.79,2384.4,0.495907028
-120.25,31.78,991.99,34.44,4.1,20.07,27.36,7.3326,2356.89,2348.9,0.476858173
-120.25,31.78,743.63,34.38,4.93,11.01,27.22,7.3136,2344.43,2329.8,0.479252449
-120.25,31.78,495.95,34.3,6.34,11.5,26.98,7.3126,2315.5,2300.4,0.504547238
-120.25,31.78,298.36,34.17,7.55,41.46,26.72,7.3565,2274.27,2280.6,0.62007185
-120.25,31.78,224.55,34.08,8.16,72.4,26.56,7.4085,2241.9,2265.8,0.718978601
-120.25,31.78,149.78,33.99,9.08,101.55,26.34,7.4698,2210.17,2250.4,0.827149611
-120.25,31.78,89.63,33.75,9.88,144.29,26.04,7.54,2170.31,2234.1,0.994422074
-120.25,31.78,48.9,33.69,13.07,213.75,25.39,7.7288,2106.18,2250.1,1.684086552
-120.25,31.78,30.16,33.55,17.45,252.84,24.32,7.9123,2029.04,2240.2,2.371189359
-120.25,31.78,20.16,33.55,17.49,252.6,24.31,7.9253,2018.76,2236.2,2.435090632
-120.25,31.78,10.62,33.55,17.49,252.16,24.31,7.9281,2017.95,2235,2.434708685
-120.25,31.78,2.68,33.55,17.49,227.7,24.31,7.9265,2021.05,2236.1,2.418913829
